taf_04125_01909453453	இரண்டாயிரத்து இரண்டு பாலி குண்டுவெடிப்பு சந்தேக நபரை பாக்கிஸ்தான் நாடு கடத்தியது
taf_03822_01234946154	விக்கிலீக்ஸ் நிறுவனர் அசானிற்கு எக்வடார் அரசு புகலிடம் அளித்தது
taf_03219_00279311328	வழக்கை வாபஸ் வாங்குவதில் எனக்கு எந்தப் பிரச்சனையும் இல்லை என்று பூச்சி முருகன் நேற்றிரவே தெரிவித்துவிட்டார்
taf_07910_00205494685	ரேபீஸ் நோயை கட்டுப்படுத்த புதிய மருந்து கண்டுபிடிப்பு
taf_07910_01902313674	ரசிகர்கள் விரும்பும் எந்த வேடத்திலும் நடிப்பேன்
taf_08213_01061328793	நானும் ரவுடிதான் படத்தை திரையிட்ட எல்லா தியேட்டர்களில் இருந்தும் நல்ல தகவல்கள் வந்து கொண்டிருக்கின்றன
taf_06478_01863177583	விக்கட் கீப்பர் ஸ்டம்பிங் செய்தார்
taf_06958_01781151721	பழைய வாடிக்கையாளர்களைத் தக்க வைத்துக் கொள்ளுங்கள்
taf_07910_01119711285	மதி இறுக்க நோயின் மரபணு மூளைத் தொடர்பு கண்டுபிடிப்பு
taf_06796_01737054861	எண்ணூறு மீட்டரில்
taf_02330_01477284103	முதல் இருபத்தி ஐந்து பந்துகளில் ஐந்து விக்கெட்டை ஆஸ்திரேலிய அணி இழந்தது குறிப்பிடத்தக்கது
taf_00008_01936138624	
taf_02330_00593692103	விவசாய துறையிலும் குறிப்பிட்ட இடத்தை வகிக்கிறது
taf_02027_01869260670	அசிசியின் புனித பிரான்சிசின் கல்லறை புனரமைக்கப்பட்டது
taf_05572_01404637802	ஆப்பிள் நிறுவனத்தின் மொத்த மதிப்பு நூற்று எழுபது பில்லியன் சுமார் பதினோறு இலட்சம் கோடி டாலர் ஆகும்
taf_02330_00986024482	சுவாமியை தரிசனம் செய்யலாம்
taf_06796_01149542469	முந்நூறு அடியில்
taf_07049_01000943968	பாகிஸ்தான் அணியில் அதிகபட்சமாக சோயிப் மாலிக் முப்பத்தி ஐந்து ரன்களும் முகமது ரிஷ்வான் முப்பத்தி மூன்று ரன்களும் எடுத்தனர்
taf_02916_01089469132	இந்திய அணி தனது முதல் இன்னிங்ஸில் இருநூற்று ஒன்று ரன்களுக்குள் ஆல் அவுட் ஆனது
taf_08213_01854752015	துலாம் ராசிக்காரர்கள் சூடாக சாப்பிடுவார்கள்
taf_02042_00156958591	மும்பை பங்குச் சந்தையில் நடைபெற்ற வர்த்தகத்தில் சென்செக்ஸ் முன்னூற்று ஒன்பது புள்ளிகள் அதிகரித்து இருபத்தி ஐந்தாயிரத்து எண்ணூற்று மூன்று புள்ளிகளாக நிலைபெற்றது
taf_04125_01912166381	சிரியா கலவரங்களில் தொன்னூறு பேர் உயிரிழப்பு பலர் காயம்
taf_09705_00202379033	ஐ பி எல் கிரிக்கெட் போட்டியில் சூதாட்டம் நடந்ததாக குற்றச்சாட்டுகள் எழுந்தது
taf_06958_01034666893	சூடான் தலைவர் ஒமர் அல் பஷீர் தெற்கு சூடானுக்கு அரசு முறைப் பயணம்
taf_05572_00936918719	மூலம் நட்சத்திரத்தைப் பொறுத்தவரை ஆனி மூலம் அரசாளும் பின் மூலம் நிர்மூலம் என்று மட்டுமே கூறப்பட்டுள்ளது
taf_02027_00921458099	இரண்டாயிரத்து பன்னிரண்டு ஆசியக் கோப்பை துடுப்பாட்டத் தொடர் வங்காளதேசத்தில் ஆரம்பம்
taf_02042_01760598220	இரண்டாயிரத்து பத்து இந்தியன் பிரிமியர் லீக் கோப்பையை சென்னை சூப்பர் கிங்ஸ் அணி வென்றது
taf_05001_01352899148	மேலதிக சிகிச்சைக்காக ரஜினிகாந்த் சிங்கப்பூர் பயணம்
taf_02916_00860891678	பதினேழாம் நூற்றாண்டு இலங்கை சுங்கான் பென்ட்டி லண்டனில் அதிக விலைக்கு ஏலம் போனது
taf_02330_01226603971	மார்கழி குளிருக்கு பயந்து இரவில் கோலமிடுவது சரியா
taf_07049_00886251955	இடைத்தரகர்களை நம்பி பணம் கொடுத்து ஏமாறாதீர்கள்
taf_09705_00568089413	ஏப்ரல் ஏழு உலக சுகாதார தினம்
taf_04125_00590113850	சூடானில் கடத்தப்பட்ட இரு பன்னாட்டு தொண்டு நிறுவனப் பணியாளர்கள் விடுதலை
taf_05001_01589540990	நான் திருமணத்துக்கு இன்னும் தயாராகவில்லை
taf_09689_00638631168	செப்டம்பர் பதினான்கு இந்திய மொழிகள் தினம்
taf_05572_00856539668	நீளமுள்ள புறவழிச்சாலையும் அடங்கும்
taf_07049_01448890280	தரையில் சண்டை போட்ட இளைய தளபதி ஒருகட்டத்தில் தாவி கிரேனில் ஏறி சண்டை போடுவதாக எடுத்தனர்
taf_02330_01999810042	இந்தோனேஷியக் காட்டுத்தீயால் சிங்கப்பூர் புகை மூட்டத்தில் மூழ்கியது
taf_08213_00648673881	தங்கத்தின்மீதுள்ள மோகம் மேலும் கூடும்
taf_02027_01562798374	நெ‌ல்லை‌யி‌ல் க‌ல்லூ‌ரிகளு‌க்கான செம‌ஸ்ட‌ர் தே‌ர்வு ‌தி‌ட்ட‌மி‌‌ட்டபடி நடைபெறு‌ம் எ‌ன்று அ‌றிவிக்க‌ப்ப‌ட்டு‌ள்ளது
taf_02027_00381748383	உலகத் தமிழ் செம்மொழி மாநாடு கோவையில் தொடங்கியது
taf_02330_00200700426	மார்ச் இருபத்தி நான்கு உலக காசநோய் தினம்
taf_02330_01346317740	சுட்டிக்காட்டி இதற்கு உடனடித்தீர்வு காண்பது மிகவும் அவசியம் என்று வலியுறுத்தினார்
taf_09705_01694187544	ஜனவரி பத்து உலக சிரிப்பு தினம்
taf_02345_00867346232	விஜயகாந்தை சந்தித்தார் பாடகர் கோவன்
taf_02027_01512024712	சுவாங்கிராயின் எதிர்ப்பை சிம்பாப்வே அதிபர் நிராகரித்தார்
taf_01484_00033474579	நட‌க்க முடியாதவ‌ர்க‌ள் ‌சிலரை அ‌ந்த வ‌ழியாக வ‌ந்தவ‌ர்க‌ள் த‌ங்களது வாகன‌த்‌தி‌ல் ஏ‌ற்‌றி ஊ‌ட்டி மு‌க்‌கிய சாலை‌க்கு கொ‌ண்டு வ‌ந்து ‌வி‌ட்டன‌ர்
taf_03822_01429759810	வெற்றியுடன் வழி அனுப்புவோம் என்று இலங்கை வீரர்கள் கூறியிருந்தனர்
taf_06478_01941131163	அழகு சாதனப் பொருட்களின் விலை உயரும்
taf_02042_01698754140	டிசம்பர் இருபத்தி ஆறு சுனாமி தினம்
taf_06478_01535835840	படம் என்று வெளியாகிறது என்பதை அறிவிக்கும் முன்பே எந்தெந்த திரையரங்குகளில் படம் வெளியாகிறது என்பதை அறிவித்திருக்கிறார்கள்
taf_08213_00967789577	ஒவ்வொரு கிரகத்திற்கும் தனி காரகத்துவம் உள்ளது
taf_05572_00212142286	பரிகாரம் இல்லாத ஜாதக அமைப்புகள் உள்ளதா
taf_06796_01243943467	இடது புறம் குறுக்குமாற்றத்தில் செல்க
taf_09705_00719933722	உலகின் உயரமான பாலம் மெக்சிக்கோவில் அமைக்கப்பட்டது
taf_04696_01614649017	பெரிய நோய்கள் ஏற்படாமல் தடுத்துக் கொள்ள முடியும்
taf_02027_01312378759	என்னிடம் தன்னம்பிக்கையை வளர்த்துவிட்டது
taf_06958_01638821597	மார்கழிப் பனியில் மண்ணும் குளிரும் தைப் பனியில் தரையும் குளிரும் என முன்னோர்கள் கூறியுள்ளனர்
taf_09705_00748601047	நேற்றுவரை இதன் சென்னை மாநகர வசூல் ஒன்று முப்பத்தி ஆறு கோடி
taf_02027_00311509992	உலகில் முதன் முறையாக பிரிட்டிஷ் ஏர்வேஸ் விமானங்களில் வைஃபை சேவை அறிமுகம்
taf_04125_02119007368	தவறாக நினைக்காதீர்கள்
taf_02916_00954545716	விக்னேஷ் சிவனின் நழுவல் பதில்களை நீங்களே படியுங்கள்
taf_07910_00028259894	நிதானமாக ஆடிய மற்றொரு தொடக்க ஆட்டக்காரர் சிபாபா நாற்பத்தி இரண்டு ரன்கள் எடுத்தார்
taf_06478_02049369122	இரண்டாயிரத்து பத்து உலகக்கிண்ணக் கால்பந்துப் போட்டிகள் தென்னாப்பிரிக்காவில் ஆரம்பமாகியது
taf_03219_01437285419	அரசுப் பள்ளிகளில் வழங்கப்படும் கல்வியினை ஆதரிக்கும் பரப்புரை தமிழகத்தில் துவக்கம்
taf_04696_01177707082	வடகிழக்கு நோக்கி
taf_06478_01978668829	ஒரு சிலருக்கு ரத்த தானம் செய்ய உடல்நிலை ஒத்துழைக்காது
taf_02027_00972178455	ஆஸ்த்திரேலியப் பெண்ணுக்கு முப்பத்தி மூன்று ஆண்டுகளுக்குப் பின்னர் இந்தியா இழப்பீடு வழங்கியது
taf_05572_00827829432	இந்தியாவில் விக்கிப்பீடியாவின் பணிமனை திறக்கப்படும் என ஜிம்மி வேல்ஸ் அறிவிப்பு
taf_07367_01778110704	சீனா உலகின் இரண்டாவது பெரும் பொருளாதாரமாக ஜப்பானை முந்தியது
taf_05572_01287631137	சிலர் நீங்கள் முன்பு போல் இல்லையென்றும் மாறி விட்டதாகவும் கூறுவார்கள்
taf_07352_01891517946	வரி ஒப்பந்தத்தைத் தக்க வைக்க மொரீஷியஸ் இரண்டு தீவுகளை இந்தியாவுக்கு அளிக்க முன்வந்துள்ளது
taf_03822_01920262123	பள்ளி குழந்தைகள் மற்றும் அனைத்து தரப்பு மக்களும் இந்த படகு பயணம்தான்
taf_08213_00480158680	கோலிசோடா என்ற ஒரே படத்தில் ஓஹோவென்று வளர்ந்தவர் விஜய் மில்டன்
taf_03822_01006941177	பதினேழாம் நூற்றாண்டின் சீனத் தாமரைக் கிண்ணம் ஒன்பது மில்லியன் டாலருக்கு ஏலத்தில் விற்பனை
taf_02330_01651382673	வித்தியாசமான படங்கள் தமிழில் வர வேண்டும்
taf_07352_00103100936	விருப்பமான கதை அமைந்தால் சம்பளத்தை குறைத்துக் கொள்வீர்களா
taf_09705_00048893505	தமிழ்நாட்டில் பள்ளிகள் மீண்டும் திறப்பு
taf_01484_01105877621	வேதாளம் படத்தில் அஜித்துக்கு இரட்டை வேடமா
taf_00008_01000484885	ஒல்லியாகவும் இல்லாமல் உயரத்திற்கு ஏற்ற சதைப்பிடிப்புடன் இருப்பார்கள்
taf_04696_00465519815	ரமணா திரைப்படத்தில் வரும் கதாபாத்திர பேராசிரியர் பணி ஓய்வு கண் கலங்கிய மாணவர்கள்
taf_02345_00250754593	ரங்கராஜபுரம் மேம்பால‌த்‌தை ‌திற‌ந்தா‌ர் ஜெயல‌லிதா
taf_05572_01503190237	இந்த துறைமுகத்தை சார்ந்தே தூத்துக்குடி பகுதியும் அதனை சுற்றியுள்ள பகுதிகளும் உள்ளன
taf_03822_00304267978	இஸ்ரேல் எகிப்து இடையில் புதிய தடைச் சுவர்
taf_08213_00699062800	சோமாலியக் கடற்கொள்ளையர்களால் கடத்தப்பட்ட ப்ரித்தானியத் தம்பதியர் விடுவிப்பு
taf_09705_00490394979	பொது வாழ்வில் ஆசிரியரையும் மருத்துவரையும் மிகவும் மரியாதைக்கு உரியவர்களாக மக்கள் கருதுகின்றனர்
taf_00008_01683776119	ஏப்ரல் ஏழு உலக சுகாதார தினம்
taf_07352_00021693668	சந்தோஷப்பட வேண்டிய நேரத்தில் சரியாக ஆப்பு அடிப்பதை சிலர் செவ்வனே செய்து வருகிறார்கள்
taf_08213_00615974115	கிரகங்களையும் பார்க்க வேண்டும்
taf_04125_00189904551	விஷாலின் ரசிகர் மன்றம் மூலமாக வெள்ள நிவாரணம் வழங்கும் சோனா
taf_03219_01510056611	ஜூன் பதினெட்டு உலக தந்தையர் தினம்
taf_02345_00890182018	உங்களுக்குப் பிடிக்காத பிற விஷயங்கள்
taf_01484_01246278785	கர்நாடக அரசின் இந்த முடிவுக்கு தமிழகம் கடும் எதிர்ப்பு தெரிவித்து வருகிறது
taf_03219_01806830722	ஹசாரேயுடன் பேச்சு நடத்தத் தயாரென பிரதமர் அறிவிப்பு
taf_04696_01541874475	நூறு கெஜத்தில்
taf_09689_01411134245	வெனிசுலா தேர்தலில் எதிர்க்கட்சி பெரும்பான்மை பலத்தைப் பெற்றது
taf_08213_00954550009	சீனாவும் அமெரிக்காவும் ஒட்டுமொத்தமாக தங்கள் புவிவெப்ப வாயு வெளியேற்றத்தை குறைக்க ஒப்புக்கொண்டிருக்கின்றன
taf_02027_00139617642	அதிவேகமாக வெப்பமயமாகும் ஆர்க்டிக் துருவம்
taf_07894_00355534257	மூல நோய்க்கு குணம் தரும் இயற்கை மருத்துவம்
taf_05572_00064995181	அதிமுக மகளிர் அணி நிர்வாகிகள் திடீர் மாற்றம்
taf_04696_00917342668	காடு மலை நதிகளை காப்பாற்ற புதிய சட்டங்கள் நடைமுறைக்கு வரும்
taf_05572_01882413707	அவருடைய காதலை மனோரமா ஏற்றுக்கொண்டார்
taf_07049_01425972499	பாலத்தைக் காதலித்து திருமணம் செய்த வினோதம்
taf_07367_00985430088	அல்ஜீரியா முதல்தடவையாக இரண்டாம் சுற்றுக்குத் தெரிவானது
taf_07894_01018422172	சின்ன வயதில் தான் படித்த நகரி அரசு உயர்நிலைப் பள்ளியின் ஆண்டுவிழாவில் அவர் கலந்து கொண்டார்
taf_02042_01164080217	திமிங்கில வேட்டையை மீண்டும் தொடங்குகிறது ஜப்பான்
taf_03219_01025215692	தரையில் சண்டை போட்ட இளைய தளபதி ஒருகட்டத்தில் தாவி கிரேனில் ஏறி சண்டை போடுவதாக எடுத்தனர்
taf_03219_01884179675	ஆப்பிரிக்காவில் சந்தித்த விஞ்ஞானிகள் புவி வெப்பமடைதலின் அபாய விளவுகளை எதிர்கொள்ளத் தயாராகுங்கள் என்று எச்சரிக்கை விடுத்துள்ளனர்
taf_02042_00139288689	உங்களுக்கும் நயன்தாராவுக்கும் ரகசிய திருமணம் நடந்ததாக கூறப்படுவது உண்மையா
taf_03822_00936537321	இஸ்லாம் மதத்திற்கு மாறினார் இசையமைப்பாளர் யுவன் ஷங்கர் ராஜா
taf_03219_01690505664	இயேசுநாதர் காலத்து வீடு இசுரேலில் கண்டுபிடிப்பு
taf_02330_01676079210	வடக்கு ஆஸ்த்திரேலிய நகரை நோக்கிப் பெருமளவு வௌவால்கள் படையெடுப்பு
taf_09689_00776102170	விரைவில் நன்றாக தமிழ் பேச படித்துவிடுவேன்
taf_04125_01822852573	விபத்து ஏற்படாமல் கார் பந்தயத்தில் வெற்றி பெறவும் சூரியன் உதவுகிறார்
taf_04696_01066645115	நூறு மீட்டரில்
taf_04125_00232784397	நான்காவது ஐ பி எல் துடுப்பாட்டப் போட்டிகள் ஆரம்பம்
taf_07352_01332164047	பொதுநலவாயத் தலைவர்களின் மாநாடு இலங்கையில் நடைபெறுவது குறித்து கனடா அதிர்ச்சி
taf_08213_01793979930	சிறப்பாக ஆடிக் கொண்டிருந்த இந்த ஜோடியை ஸ்டெய்ன் பிரித்தார்
taf_07910_00812039303	வெப்ப சலனங்கள் வெப்ப நிலை மாற்றங்களினால் பாதிக்கப்படுவதில்லை
taf_03219_01785598565	மறக்க முடியாத அனுபவம்
taf_05572_01585371899	ஒருவரின் ராசிக்கும் உணவுப் பழக்கத்திற்கும் தொடர்பு உண்டா
taf_02916_01429286808	குடிப்பவர்களை எனக்குப் பிடிக்கவே பிடிக்காது
taf_02330_01844023505	ஹோலி ராக்கி ரக்ஷாபந்தன் எல்லாம் மறந்து விட்டது
taf_04125_00401094602	நடிகரை திருமணம் செய்து கொள்ள மாட்டேன் தாப்ஸியின் அதிரடி பேட்டி
taf_07894_00562625384	வீரம் படத்தின் போது சொன்னதைதான் இப்போதும் சொன்னார்
taf_06796_01036859486	நூறு கெஜத்தில்
taf_07894_00236998161	சென்னை நகரம் மக்கள் தொகை அடர்த்தியான நகரங்களில் மூன்றாவது இடத்தைப் பிடித்துள்ளது
taf_02916_00622277894	தங்கத்தின் விலை சவரனுக்கு நாற்பது ரூபாய் உயர்வு
taf_04696_02071414946	ஆயிரம் அடியில்
taf_04125_00290649190	கண்புரை என்றால் கண்ணில் திரை விழுந்துள்ளது என்றும் சொல்வதுண்டு
taf_08213_00275126275	சிவாஜி படம் இரண்டாயிரத்து ஏழாம் ஆண்டு மே மாதம் எட்டாம் தேதியில் வெளியீடு
taf_02916_01052718809	தங்கமகன் என்ன மாதிரியான படம்
taf_07894_02040903109	கோடை விடுமுறையில் இந்த கோரதாண்டவத்தை ரசிகர்கள் திரையில் கண்டு களிக்கலாம்
taf_02042_00395070570	சினிமாவில் நல்லது கெட்டது இரண்டும் இருக்கிறது
taf_06796_00625974064	சரிவுப் பாதையில் தொடர்ந்து செல்லவும்
taf_03219_01581357498	சென்ற வாரம் வெளியான குற்றம் கடிதல் சர்வதேச படவிழாக்களில் கலந்து கொண்டு பாராட்டுகளை பெற்ற படம்
taf_02027_01624928253	ஜனவரி மாத கடைசியில் எந்தவித முன் அறிவிப்பும் இல்லாமல் திருச்செந்தூருக்கான சிறப்பு ரயில்களை நிறுத்திவிட்டனர்
taf_09689_01985737843	கடுமையான உடற்பயிற்சி பயணம் மேற்கொள்ளலாம்
taf_06958_00681378286	இந்தோனேசியாவில் ஒன்பது நூற்றாண்டு பழமையான இந்துக் கோவில் கண்டுபிடிக்கப்பட்டது
taf_09689_01755282040	நான் பதில் சொல்ல விரும்பவில்லை
taf_04125_00820522105	பசங்க இரண்டு படம் எப்படிப்பட்டது
taf_07352_01816032795	முக நூல் காதலால் விபரீதம்
taf_01484_01708953065	இந்திய நடுவண் அமைச்சர் தயாநிதி மாறன் பதவி விலகினார்
taf_04125_00306252996	குடிப்பவர்கள் என்றாலே எனக்குப் பிடிக்காது
taf_02916_01941056786	அரசின் சார்பில் லேப் டாப்புகள் இலவசமாக வழங்கும் போது செல்போன்களையும் வழங்கிட முடியும்
taf_04125_00532359911	திட்டங்களை நிர்வகிப்பதற்கான செலவினத்தை காட்டிலும் வருமானம் அதிகமாக உள்ளது
taf_03822_01616253547	ரயில்வே பாலங்கள் அமைப்பதில் இருந்த தாமதங்கள் முடிவடைந்து அதற்கான அனுமதிகள் கிடைத்துள்ள நிலையில் அந்தந்த பணிகளும் விரைந்து முடிக்கப்படும்
taf_09689_01123409569	ஒவ்வொரு கிரகத்திற்கும் தனி காரகத்துவம் உள்ளது
taf_06478_00248660596	நான் கூறும் பரிகாரத்தை செய்து பாருங்கள் என்றேன்
taf_02027_01338998844	தூங்கா வனத்தின் தெலுங்குப் பதிப்பான சீக்கட்டி ராஜ்ஜியம் இன்று வெளியாகியுள்ளது
taf_06958_01873953266	விக்கிலீக்ஸ் நிறுவனர் அசான்ச்சிற்கு ஈக்குவடோர் அரசு புகலிடம் அளித்தது
taf_08213_00414951733	புதிய பாதை திரைப்படத்திற்காக சிறந்த துணை நடிகைக்கான தேசிய விருது பெற்றார்
taf_07049_01133129961	நடிகரை திருமணம் செய்து கொள்ள மாட்டேன் தாப்ஸியின் அதிரடி பேட்டி
taf_07049_00931383340	புதன் கல்விக்கு உரியவர் என்றால் குரு கல்வி நிறுவனங்களுக்கு உரியவர்
taf_02042_00884910626	டைனோசருக்கு முந்தைய கால விலங்குகளின் எச்சங்கள் கண்டுபிடிக்கப்பட்டன
taf_07352_01277727278	அதில் ஏராளமானவர்கள் பணி புரிந்து வருகின்றனர்
taf_07049_01165560770	அமெரிக்காவில் பாஸ்டன் மாரத்தான் போட்டியில் இரட்டைக் குண்டுவெடிப்பு மூவர் உயிரிழப்பு
taf_05572_02115710241	மே எட்டு உலக செஞ்சிலுவை தினம்
taf_00008_01532598899	விண்மீனைச் சுற்றி கரிம விண்பந்துகள் கண்டுபிடிக்கப்பட்டன
taf_09689_00596910485	ஆங் சான் சூச்சியின் ஜனநாயகக் கட்சி அரசியலில் இணைய முடிவு
taf_04125_00251157750	நேர்மை நியாயம் நீதிக்கு உரியவர் குருபகவான்
taf_03822_01212866448	படத்தை பார்க்கும்போது படமானது ரசிகர்களை மீண்டும் குழந்தை பருவத்திற்கு கொண்டு செல்லும்
taf_01484_02127186091	குறிப்பாக சொல்லப்போனால் சினிமாவில் நகைச்சுவை குணச்சித்திரம் என இவர் ஏற்று நடிக்காத கதாபாத்திரங்களே கிடையாது எனலாம்
taf_05572_00541391830	அமெரிக்கப் பிரதிநிதி நிஷா தேசாய் பிஸ்வால் இலங்கை வருகை
taf_07367_00250696911	அடுத்த மாதங்களில் மாதத்திற்கு ஐனூறு பேர் தபால் மூலம் பயிற்சிக்கு சேர்த்துக் கொள்ளப்படுவார்கள்
taf_03822_01341588008	அலாஸ்காவில் அடுத்தடுத்து நிலநடுக்கங்கள்
taf_07352_00045750446	ஏப்ரல் முப்பது உலக குழந்தைத் தொழிலாளர் தினம்
taf_06958_00029022253	நிரம்பியது வைகை அணை ஆற்றைக் கடக்கவும் குளிக்கவும் தடை
taf_07910_01891938395	ஒரு மனிதனை அறிமுகம் செய்வது நட்சத்திரம்
taf_02330_01171900966	எந்தப் படம் நடித்தாலும் உலக ஓட்டம் ஓடுகிறது
taf_02027_01369378784	கம்போடியாவின் அங்கூர் வாட் கோயில் புனரமைப்பு நிறைவு
taf_02330_00207124014	அக்டோபர் இரண்டு வெள்ளி கிழமை காந்தி ஜெயந்தி
taf_02916_01469155460	மணப்பெண் வீட்டாரும் அவர்களின் வசதிக்கு இணையானவர்கள்
taf_04125_01859495653	சிறு வயது முதலே கற்பூரம் போன்ற புத்தியுடன் காணப்படும் மாணவர்கள் தேர்வில் அதிக மதிப்பெண்கள் பெறுகின்றனர்
taf_05572_00363989278	
taf_05572_01629240338	நீதித்துறையில் வெளிப்படையான தீர்ப்புகள் வெளியாகும்
taf_06796_01275164913	வந்தடைந்துவிட்டீர்கள்.
taf_02916_00312604734	டெல்டா மாவட்டங்களில் ஓரிரு இடங்களில் மிக கனமழை பெய்யும்
taf_03822_01232419743	சுற்றுலாத் துறை மேம்படும்
taf_02345_00469790464	இரண்டாம் உலகப் போரில் மூழ்கடிக்கப்பட்ட கப்பல் குயின்ஸ்லாந்தில் கண்டுபிடிப்பு
taf_00008_01484664970	மழை காலங்களில் செப்டம்பர் வரை தமிழகத்துக்கு தொன்னூற்று ஏழு டிஎம்சி நீரை கொடுத்திருக்க வேண்டும்
taf_05572_01135348740	குடிநீர் பற்றாக்குறையால் மக்கள் தவிக்கின்றனர்
taf_04125_02100177074	வீண் வேலை பளு குறையும்
taf_02330_01854138046	நியூசிலாந்து தொடக்க ஜோடிகளே இருநூற்றி முப்பத்தி ஆறு ரன்கள் குவித்து அபார வெற்றி
taf_07049_01094860646	வண்டலூர் அருகேயுள்ள நல்லம்பாக்கம் ஏரி உடைந்தது
taf_09689_00869768884	பங்குசந்தை இன்று சரிவுடன் நிறைவடைந்தது
taf_01484_01548027704	அந்த அணியில் அதிகபட்சமாக கருணரத்னே மட்டும் நாற்பத்தி ஆறு ரன்கள் எடுத்தார்
taf_06478_00505121850	நெல்சன் மண்டேலா விடுதலையின் இருபது ஆண்டு நிறைவு கொண்டாடப்பட்டது
taf_04696_02035204679	முந்நூறு அடியில்
taf_04125_01008712348	சுவிஸ் நாட்டின் வாவ்ரிங்கா வெற்றி
taf_06478_00215024864	வல்லினம் மெல்லினம் இரண்டிற்கும் இடைப்பட்ட ஓசையுடைய எழுத்துக்கள் இடையினம்
taf_04125_01965881207	அக்கம் பக்கத்து கடைக்காரர்களைப் பகைத்துக் கொள்ளாதீர்கள்
taf_01484_00968514257	புகழ்பெற்ற தர்காவுக்கு சென்று வரவும் அறிவுறுத்தினேன்
taf_04125_01388518491	பதினெட்டு பேருடன் சென்ற இந்தோனேசிய விமானம் சுமத்திராவில் வீழ்ந்தது
taf_09689_02074396316	வேதாளம் பார்த்த பின் என்ன சொன்னார்
taf_05572_00971449613	அந்தமான் தீவுகளின் முதல் மொழி அகராதி தொகுக்கப்பட்டது
taf_06478_00638615656	மிகப்பழமையான மாயன் ஓவியங்கள் நாட்காட்டிகள் கண்டுபிடிப்பு
taf_00008_02017862414	தகாத நட்புகளையும் தவிர்ப்பது நல்லது
taf_06478_01810229077	ப்ளாஸ்ட்டிக் சர்ஜரி துறை நவீனமாகும்
taf_06478_01312196322	மே முப்பத்தி ஒன்று உலக புகையிலை மறுப்பு தினம்
taf_05572_01159734651	தள்ளிப் போன அரசு காரியங்கள் விரைந்து முடியும்
taf_00008_00802157043	அரையாண்டுத் தேர்வு ஜனவரி பதினொன்றாம் தேதி தொடங்கும் என்றது பள்ளி கல்வித்துறை
taf_02042_01137539164	அநாவசியமாக யாருக்காகவும் எந்த உறுதியும் தர வேண்டாம்
